Processes: 469 total, 2 running, 467 sleeping, 1679 threads 
2021/10/11 12:20:06
Load Avg: 1.52, 1.87, 1.97 
CPU usage: 3.94% user, 11.18% sys, 84.86% idle 
SharedLibs: 283M resident, 38M data, 31M linkedit.
MemRegions: 84148 total, 2856M resident, 77M private, 764M shared.
PhysMem: 7890M used (2002M wired), 300M unused.
VM: 4266G vsize, 2321M framework vsize, 7413740(0) swapins, 8051695(0) swapouts.
Networks: packets: 2615023/4025M in, 3296906/1981M out.
Disks: 1429398/56G read, 633499/63G written.

PID   COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM   PURG  CMPRS PGRP PPID STATE    BOOSTS     %CPU_ME %CPU_OTHRS UID FAULTS  COW    MSGSENT  MSGRECV  SYSBSD   SYSMACH  CSW       PAGEINS IDLEW   POWER INSTRS CYCLES USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
403   photolibraryd    0.0  00:01.20 2     1   84     5440K 0B    4980K 403  1    sleeping *0[31]     0.00000 0.00000    501 15837   274    1104     344      11390    3297     4885      698     28      0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
402   containermanager 0.0  00:02.87 2     1   38     11M   64K   9920K 402  1    sleeping *0[1906]   0.00000 0.00000    501 23913   168    19102    4799     40713    41313    16159     0       94      0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
401   itunescloudd     0.0  00:02.35 3     1   206    6468K 0B    5244K 401  1    sleeping *4[1]      0.00000 0.00000    501 38636   579    5330     2113     32791    11786    16892     366     1821    0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
400   dmd              0.0  00:01.71 2     1   79     3336K 0B    1452K 400  1    sleeping *0[327]    0.00000 0.00000    501 31164   223    2124     877      19206    7185     13897     571     100     0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
399   tccd             0.0  00:02.26 2     1   61     2724K 0B    2652K 399  1    sleeping *0[338]    0.00000 0.00000    501 33969   162    8092     2942     62145    15764    10999     0       50      0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
398   fontd            0.0  00:10.45 2     1   166    7120K 16K   4064K 398  1    sleeping *0[52491]  0.00000 0.00000    501 58784   136    220026   55729    358493   229203   89879     3       84      0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
397   identityservices 0.0  00:02.34 6     1   246    5824K 0B    5720K 397  1    sleeping *0[1]      0.00000 0.00000    501 48105   448    5530     1702     38156    15988    15403     305     179     0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
396   pkd              0.0  00:09.44 2     1   176    5824K 0B    1620K 396  1    sleeping *0[375]    0.00000 0.00000    501 62074   171    24889    4954     116671   38309    43796     1353    83      0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
395   QuickLookUIServi 0.0  00:00.97 3     1   137    3568K 0B    2244K 395  1    sleeping  0[1425]   0.00000 0.00000    501 21745   249    11098    3139     13234    31390    16062     11      327     0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
394   ScreenTimeAgent  0.0  00:10.86 3     2   127    6252K 0B    2060K 394  1    sleeping *0[8434]   0.00000 0.00000    501 75585   308    45109    9406     314418   171598   56047     503     80      0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
393   trustd           0.0  00:22.04 2     1   376    5180K 156K  2228K 393  1    sleeping *1[5719]   0.00000 0.00000    501 58626   174    54238    11567    271608   117133   84051     383     3006    0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
392   secinitd         0.0  00:00.69 2     1   50     2364K 0B    1940K 392  1    sleeping *0[58]     0.00000 0.00000    501 11929   128    2687     850      24934    3899     3264      1       51      0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
391   backgroundtaskma 0.0  00:00.16 2     1   65     1804K 0B    1480K 391  1    sleeping *0[11]     0.00000 0.00000    501 6931    151    372      172      2929     836      1167      0       18      0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
390   pboard           0.0  00:00.78 2     1   94     1084K 0B    276K  390  1    sleeping *0[1]      0.00000 0.00000    501 14751   114    12644    3206     23987    10638    8820      159     147     0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
389   routined         0.0  00:07.97 2     1   161    12M   0B    8644K 389  1    sleeping *0[885]    0.00000 0.00000    501 107724  394    9485     2973     101462   42673    56084     1551    1175    0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
388   ContextStoreAgen 0.0  00:19.96 3     2   70     4076K 512K  1156K 388  1    sleeping *0[132]    0.00000 0.00000    501 274257  192    20303    4501     383585   81762    180847    93      479     0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
387   usernoted        0.0  00:04.15 2     1   157    5416K 0B    4016K 387  1    sleeping *0[1]      0.00000 0.00000    501 53641   224    18027    4726     60153    18161    20440     113     333     0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
386   lockoutagent     0.0  00:06.80 4     3   71     1652K 0B    836K  386  1    sleeping *0[1]      0.00000 0.00000    501 11367   139    26548    705      231652   101002   143652    50      14287   0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
385   rapportd         0.0  00:02.37 2     1   150    3116K 0B    2952K 385  1    sleeping *0[1]      0.00000 0.00000    501 25496   264    4510     1739     18702    10372    15075     664     82      0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
384   ControlStrip     0.0  00:13.77 6     1   452    27M   0B    23M   384  1    sleeping *0[1885]   0.00000 0.00000    501 144063  407    151775   19204    75796    246529   203234    139     785     0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
383   CalendarAgent    0.0  00:09.55 3     1   316    19M   0B    16M   383  1    sleeping *1[20]     0.00000 0.00000    501 107057  377    10903    3351     135671   41511    69605     1431    1783    0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
382   nsurlsessiond    0.0  00:06.13 5     2   407    3580K 0B    1884K 382  1    sleeping *0[797]    0.00000 0.00000    501 49850   229    12293    4535     161781   27030    60794     10      5922    0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
381   networkservicepr 0.0  00:00.25 2     1   53     1612K 0B    1252K 381  1    sleeping  0[0]      0.00000 0.00000    501 6393    145    265      126      1679     652      1945      53      22      0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
377   CommCenter       0.0  00:03.72 5     1   132    4176K 0B    2756K 377  1    sleeping *0[1]      0.00000 0.00000    501 35221   448    12008    3186     36054    12456    25161     693     2057    0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
376   secd             0.0  00:10.39 2     1   173    6972K 0B    6840K 376  1    sleeping *0[1]      0.00000 0.00000    501 94039   313    29389    9690     165376   71556    44976     404     182     0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
375   Finder           0.0  01:07.27 6     3   1063   107M  0B    53M   375  1    sleeping  0[1819]   0.00000 0.00000    501 679215  1710   662304   107193   442843   1106604  394098    12360   1748    0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
374   SystemUIServer   0.0  00:03.63 3     1   225    7292K 0B    4972K 374  1    sleeping *0[1112]   0.00000 0.00000    501 46168   345    45165    9104     36227    85854    30635     388     678     0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
373   ControlCenter    0.0  00:31.12 4     1   422    23M   0B    15M   373  1    sleeping *0[3751]   0.00000 0.00000    501 156292  958    301302   63065    160657   606663   260996    3123    2412    0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
372   lsd              0.0  00:04.06 2     1   452    3460K 0B    1984K 372  1    sleeping *0[6237]   0.00000 0.00000    501 67689   1554   61678    13367    128354   66079    43738     1952    364     0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
371   Dock             0.0  00:29.16 3     1   567    42M   0B    37M   371  1    sleeping *1[1790]   0.00000 0.00000    501 253727  436    451399   22585    304923   655577   335428    7370    9586    0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
370   talagent         0.0  00:01.30 2     1   172    4328K 0B    3156K 370  1    sleeping *0[1]      0.00000 0.00000    501 29600   264    14179    3038     11308    30146    18018     4       230     0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
369   knowledge-agent  0.0  00:13.42 3     2   195    4348K 576K  1180K 369  1    sleeping *0[774]    0.00000 0.00000    501 130585  205    15631    2269     257455   60745    72518     151     460     0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
368   com.apple.sbd    0.0  00:00.48 3     1   80     2940K 0B    2464K 368  1    sleeping *0[32]     0.00000 0.00000    501 11628   212    932      295      8775     2270     5437      5       1178    0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
365   UserEventAgent   0.0  00:10.03 2     1   940    3856K 0B    2524K 365  1    sleeping *0[1]      0.00000 0.00000    501 49889   214    30328    10559    180351   195288   173359    163     640     0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
363   distnoted        0.0  00:10.03 2     1   415    2200K 0B    544K  363  1    sleeping *0[1]      0.00000 0.00000    501 26459   83     82636    29394    220891   83658    54775     20      2       0.0   0      0      smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
362   securityd_servic 0.0  00:00.03 2     1   30     644K  0B    636K  362  1    sleeping *0[1]      0.00000 0.00000    0   1332    101    145      58       476      235      77        0       1       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
359   GSSCred          0.0  00:00.13 3     2   34     964K  0B    648K  359  1    sleeping *0[1]      0.00000 0.00000    0   5612    136    213      123      1758     526      1335      0       11      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
355   captiveagent     0.0  00:00.16 4     1   54     1152K 0B    840K  355  1    sleeping *0[5]      0.00000 0.00000    258 5236    124    335      201      1727     959      992       19      17      0.0   0      0      _captiveagent          N/A    N/A   N/A   N/A   N/A   N/A  
354   com.apple.Ambien 0.0  00:03.07 3     1   67     1820K 0B    1644K 354  1    sleeping *1[1]      0.00000 0.00000    0   16569   148    23598    7418     50097    24578    31337     25      169     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
351   smd              0.0  00:00.01 2     1   15     648K  0B    640K  351  1    sleeping *0[2]      0.00000 0.00000    0   921     95     118      56       617      226      127       0       2       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
349   distnoted        0.0  00:00.14 2     1   28     428K  0B    408K  349  1    sleeping *0[1]      0.00000 0.00000    55  1978    83     1138     1038     4663     2289     1579      0       0       0.0   0      0      _appleevents           N/A    N/A   N/A   N/A   N/A   N/A  
348   systemsoundserve 0.0  00:00.85 3     1   105    3212K 0B    2680K 348  1    sleeping *0[1]      0.00000 0.00000    0   14874   565    9166     2633     13752    21325    18373     308     109     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
341   ctkahp           0.0  00:00.05 2     1   33     956K  0B    932K  341  1    sleeping *0[27]     0.00000 0.00000    0   2863    114    282      108      964      479      274       0       1       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
340   coreauthd        0.0  00:00.30 2     1   70     2016K 0B    1616K 340  1    sleeping *0[83]     0.00000 0.00000    0   11976   196    1739     723      4789     2900     3226      26      64      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
339   com.apple.Accoun 0.0  00:00.03 2     1   19     896K  0B    888K  339  1    sleeping *0[44]     0.00000 0.00000    0   2189    103    450      166      1501     701      381       0       8       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
338   iconservicesagen 0.0  00:00.22 2     1   50     2400K 0B    2084K 338  1    sleeping *0[138]    0.00000 0.00000    0   6753    180    1248     507      11913    1860     1834      345     12      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
336   distnoted        0.0  00:00.14 2     1   28     436K  0B    416K  336  1    sleeping *0[1]      0.00000 0.00000    92  2002    83     1129     1039     4668     2292     1713      0       0       0.0   0      0      _securityagent         N/A    N/A   N/A   N/A   N/A   N/A  
332   systemstats      0.0  00:00.70 3     1   105    1564K 0B    1352K 72   72   sleeping  0[0]      0.00000 0.00000    0   13191   173    16518    2331     12621    28460    33207     4       268     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
331   adid             0.0  00:01.77 2     1   31     1000K 0B    492K  331  1    sleeping *0[1411]   0.00000 0.00000    265 141548  114    11009    1729     50947    21082    7033      1       8       0.0   0      0      _fpsd                  N/A    N/A   N/A   N/A   N/A   N/A  
327   sysmond          0.0  00:02.80 2     1   14     716K  0B    340K  327  1    sleeping *0[3]      0.00000 0.00000    0   9039    100    162238   83828    145288   136767   33729     4       16      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
324   ViewBridgeAuxili 0.0  00:07.30 2     1   68     2120K 0B    1460K 324  1    sleeping *0[36912]  0.00000 0.00000    0   11293   162    150810   37541    75634    334818   80289     15      14      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
322   appleeventsd     0.0  00:00.79 2     1   229    1860K 0B    844K  322  1    sleeping *3[10]     0.00000 0.00000    55  18749   133    15234    6501     13126    15327    7260      7       101     0.0   0      0      _appleevents           N/A    N/A   N/A   N/A   N/A   N/A  
307   TouchBarServer   0.0  04:38.58 6     2   836    27M   2688K 13M   307  1    sleeping *0[1]      0.00000 0.00000    0   103694  1488   4686142  2291735  7603338  11593499 3240217   810     44667   0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
306   wifianalyticsd   0.0  00:00.21 2     1   42     1856K 0B    1552K 306  1    sleeping *0[54]     0.00000 0.00000    0   6931    163    683      266      2474     1216     1887      37      24      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
304   nfcd             0.0  00:01.35 2     1   67     2064K 0B    1704K 304  1    sleeping *0[1]      0.00000 0.00000    260 11525   240    3204     1033     44141    27044    32677     211     135     0.0   0      0      _applepay              N/A    N/A   N/A   N/A   N/A   N/A  
302   coresymbolicatio 0.0  00:00.30 2     1   28     816K  0B    800K  302  1    sleeping  0[0]      0.00000 0.00000    0   30046   111    4865     1635     7309     4204     3423      6529    2       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
300   backupd-helper   0.0  00:00.23 2     1   59     1092K 0B    808K  300  1    sleeping  0[0]      0.00000 0.00000    0   7151    136    950      380      2108     1824     2382      96      24      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
298   biokitaggdd      0.0  00:00.13 2     1   38     1044K 0B    764K  298  1    sleeping  0[0]      0.00000 0.00000    0   5070    101    820      545      2357     1060     2582      0       15      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
297   secinitd         0.0  00:00.11 2     1   39     1228K 0B    940K  297  1    sleeping *0[6]      0.00000 0.00000    0   4124    122    346      170      2538     624      708       0       16      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
295   distnoted        0.0  00:00.16 2     1   28     436K  0B    416K  295  1    sleeping *0[1]      0.00000 0.00000    88  1973    83     1138     1050     4702     2312     1808      0       0       0.0   0      0      _windowserver          N/A    N/A   N/A   N/A   N/A   N/A  
293   hidd             0.0  00:00.70 2     1   30     876K  0B    604K  293  1    sleeping *0[1]      0.00000 0.00000    261 3993    99     14412    5989     27957    34168    11131     0       12      0.0   0      0      _hidd                  N/A    N/A   N/A   N/A   N/A   N/A  
292   distnoted        0.0  00:00.22 2     1   35     500K  0B    480K  292  1    sleeping *0[1]      0.00000 0.00000    89  2545    83     1179     1057     5805     2365     2110      0       0       0.0   0      0      _spotlight             N/A    N/A   N/A   N/A   N/A   N/A  
289   thermald         0.0  00:00.08 2     1   33     620K  0B    608K  289  1    sleeping *0[1]      0.00000 0.00000    0   1375    110    369      256      1238     729      970       4       1       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
288   mds_stores       0.0  00:42.34 5     3   93     25M   0B    17M   288  1    sleeping *0[1]      0.00000 0.00000    0   856765  188    121129   47546    1038504  197056   329035    25809   2907    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
287   containermanager 0.0  00:00.17 2     1   36     1552K 0B    1264K 287  1    sleeping *0[123]    0.00000 0.00000    0   5799    144    950      331      3127     2065     1187      0       17      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
284   com.apple.CodeSi 0.0  00:00.59 2     1   20     788K  0B    324K  284  1    sleeping *0[350]    0.00000 0.00000    0   10610   107    2449     1098     42803    3299     3012      0       41      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
266   ReportCrash      0.0  00:00.50 4     1   84     2640K 0B    2248K 266  1    sleeping  0[0]      0.00000 0.00000    0   17147   186    8359     3410     18703    12064    5539      2794    11      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
261   distnoted        0.0  00:00.16 2     1   28     436K  0B    416K  261  1    sleeping *0[1]      0.00000 0.00000    242 1995    83     1143     1053     4726     2323     1869      0       0       0.0   0      0      _nsurlsessiond         N/A    N/A   N/A   N/A   N/A   N/A  
260   fontworker       0.0  00:00.46 2     1   34     1696K 0B    1360K 260  1    sleeping *0[1]      0.00000 0.00000    0   5405    130    186      139      76510    460      1405      267     14      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
259   fontd            0.0  00:00.28 2     1   38     3988K 0B    3668K 259  1    sleeping *0[48]     0.00000 0.00000    97  5889    124    451      201      4943     2242     1840      2       16      0.0   0      0      _atsserver             N/A    N/A   N/A   N/A   N/A   N/A  
258   suhelperd        0.0  00:00.07 2     1   42     1360K 0B    1076K 258  1    sleeping *0[43]     0.00000 0.00000    0   4126    151    490      181      1967     890      977       0       16      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
257   distnoted        0.0  00:00.16 2     1   28     416K  0B    408K  257  1    sleeping *0[1]      0.00000 0.00000    200 2008    83     1141     1053     4724     2321     1848      0       0       0.0   0      0      _softwareupdate        N/A    N/A   N/A   N/A   N/A   N/A  
255   biometrickitd    0.0  00:02.04 2     1   88     2216K 0B    1076K 255  1    sleeping *0[1]      0.00000 0.00000    0   24748   193    5229     1617     44819    9258     24411     297     684     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
254   softwareupdated  0.0  00:06.61 5     1   183    16M   0B    15M   254  1    sleeping *0[63]     0.00000 0.00000    200 70573   376    34727    15514    76415    35575    21436     577     1726    0.0   0      0      _softwareupdate        N/A    N/A   N/A   N/A   N/A   N/A  
253   mobileactivation 0.0  00:00.49 3     1   78     2056K 0B    1588K 253  1    sleeping *0[15]     0.00000 0.00000    0   10804   181    622      266      11154    1407     6050      2       1563    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
252   SubmitDiagInfo   0.0  00:01.03 2     1   57     1956K 0B    1544K 252  1    sleeping  0[0]      0.00000 0.00000    0   13612   164    596      271      16189    1369     8165      160     1548    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
251   bosUpdateProxy   0.0  00:00.36 2     1   39     1028K 0B    668K  251  1    sleeping *0[3]      0.00000 0.00000    200 6349    116    228      149      8834     528      4659      3       1496    0.0   0      0      _softwareupdate        N/A    N/A   N/A   N/A   N/A   N/A  
250   corekdld         0.0  00:00.34 2     1   54     1164K 0B    996K  250  1    sleeping *0[3]      0.00000 0.00000    0   5974    116    186      82       8615     442      4393      11      1556    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
248   AudioComponentRe 0.0  00:00.11 2     1   34     1276K 0B    1260K 248  1    sleeping *0[64]     0.00000 0.00000    0   4363    117    497      142      1781     1016     800       8       0       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
246   backupd          0.0  00:00.12 2     1   47     1356K 0B    1104K 246  1    sleeping *0[1]      0.00000 0.00000    0   5213    216    378      211      1946     802      1118      50      16      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
245   trustd           0.0  00:00.37 2     1   44     2776K 0B    2412K 245  1    sleeping *0[25]     0.00000 0.00000    205 10214   148    453      195      5320     1112     2043      28      49      0.0   0      0      _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
244   cfprefsd         0.0  00:00.01 2     1   32     612K  0B    600K  244  1    sleeping *0[26]     0.00000 0.00000    205 941     84     280      74       760      435      163       0       0       0.0   0      0      _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
243   secinitd         0.0  00:00.10 2     1   39     1160K 0B    844K  243  1    sleeping *0[67]     0.00000 0.00000    205 3903    124    268      144      1410     559      788       4       12      0.0   0      0      _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
242   distnoted        0.0  00:00.22 2     1   33     496K  0B    476K  242  1    sleeping *0[1]      0.00000 0.00000    205 2442    83     1156     1060     5725     2345     2241      0       0       0.0   0      0      _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
241   com.apple.geod   0.0  00:01.25 2     1   83     9020K 0B    8392K 241  1    sleeping *0[93]     0.00000 0.00000    205 18808   222    986      374      23339    2232     9996      245     1548    0.0   0      0      _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
236   mDNSResponderHel 0.0  00:01.51 3     1   39     1280K 0B    1008K 236  1    sleeping *0[1]      0.00000 0.00000    0   4359    126    49378    24727    26051    25217    28203     19      13805   0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
234   awdd             0.0  00:00.14 2     1   95     1380K 0B    1080K 234  1    sleeping *0[35]     0.00000 0.00000    0   4863    154    600      279      2858     1195     1618      19      24      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
233   searchpartyd     0.0  00:00.48 2     1   62     2196K 0B    1856K 233  1    sleeping *0[31]     0.00000 0.00000    0   7844    277    559      205      2724     1119     2288      82      16      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
232   diskmanagementd  0.0  00:00.16 5     1   67     1520K 0B    1248K 232  1    sleeping *0[1]      0.00000 0.00000    0   4110    202    2509     791      2829     4523     1880      7       18      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
231   mDNSResponder    0.0  00:10.19 3     1   202    2024K 0B    860K  231  1    sleeping *0[1]      0.00000 0.00000    65  28371   160    47248    11304    434969   60115    148096    154     7394    0.0   0      0      _mdnsresponder         N/A    N/A   N/A   N/A   N/A   N/A  
228   distnoted        0.0  00:00.17 2     1   28     436K  0B    416K  228  1    sleeping *0[1]      0.00000 0.00000    202 1991    83     1161     1069     4812     2350     2037      0       0       0.0   0      0      _coreaudiod            N/A    N/A   N/A   N/A   N/A   N/A  
226   tzd              0.0  00:00.12 2     1   46     1280K 0B    1260K 226  1    sleeping *0[3]      0.00000 0.00000    0   2435    145    156      59       2188     365      721       2       2       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
225   mobileassetd     0.0  00:21.30 3     1   178    4672K 0B    4300K 225  1    sleeping *0[297]    0.00000 0.00000    0   132052  224    11929    2606     145994   14670    53002     70      2080    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
224   VDCAssistant     0.0  00:00.48 3     1   98     2148K 0B    1800K 224  1    sleeping *0[1]      0.00000 0.00000    262 9563    183    5036     2812     3398     8145     5141      5       41      0.0   0      0      _cmiodalassistants     N/A    N/A   N/A   N/A   N/A   N/A  
223   usbd             0.0  00:00.35 2     1   62     968K  0B    668K  223  1    sleeping  0[0]      0.00000 0.00000    0   5266    123    11160    7168     2688     17255    3556      0       16      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
222   nsurlsessiond    0.0  00:03.41 4     3   214    3084K 0B    2076K 222  1    sleeping *0[330]    0.00000 0.00000    242 37180   217    2918     1268     88811    6689     34803     46      5381    0.0   0      0      _nsurlsessiond         N/A    N/A   N/A   N/A   N/A   N/A  
221   airportd         0.0  01:25.53 9     7   216    10M   0B    5444K 221  1    sleeping *182[67]   0.00000 0.00000    0   237872  273    508212   185056   1667281  728254   662024    1816    2093    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
220   logd_helper      0.0  00:00.20 2     1   17     656K  0B    648K  220  1    sleeping *0[1]      0.00000 0.00000    0   7057    97     882      244      4459     837      1228      1257    0       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
219   apfsd            0.0  00:00.12 2     1   43     812K  0B    788K  219  1    sleeping *0[1]      0.00000 0.00000    0   2704    110    1716     452      556      2178     1576      12      4       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
218   com.apple.ifdrea 0.0  00:00.06 2     1   31     792K  0B    768K  218  1    sleeping *0[20]     0.00000 0.00000    0   2394    106    664      290      684      743      403       0       0       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
217   multiversed      0.0  00:00.01 2     1   33     656K  0B    648K  217  1    sleeping *0[1]      0.00000 0.00000    0   667     100    80       36       452      200      68        0       0       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
216   syspolicyd       0.0  00:35.51 3     1   312    33M   0B    33M   216  1    sleeping *0[1]      0.00000 0.00000    0   457678  255    15327    4271     704935   420244   90444     155727  1756    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
201   findmydeviced    0.0  00:00.81 3     1   113    3116K 0B    2588K 201  1    sleeping *0[17]     0.00000 0.00000    0   16398   278    1611     557      13382    2983     8309      264     1721    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
199   symptomsd        0.0  00:09.44 3     2   109    3616K 0B    1836K 199  1    sleeping *0[365]    0.00000 0.00000    24  50755   181    7448     2981     329203   18547    105456    968     763     0.0   0      0      _networkd              N/A    N/A   N/A   N/A   N/A   N/A  
198   nehelper         0.0  00:00.58 2     1   53     1240K 0B    492K  198  1    sleeping *0[168]    0.00000 0.00000    0   14090   136    2482     688      13710    4020     3340      38      76      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
187   coreaudiod       0.0  00:56.35 6     2   510    17M   0B    14M   187  1    sleeping *0[1]      0.00000 0.00000    202 147591  321    1126076  469502   1253051  1827549  939731    700     109164  0.0   0      0      _coreaudiod            N/A    N/A   N/A   N/A   N/A   N/A  
185   lsd              0.0  00:02.28 2     1   128    2552K 0B    1820K 185  1    sleeping *0[252]    0.00000 0.00000    0   44315   575    5160     1351     31047    6498     12859     7353    92      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
176   trustd           0.0  00:11.23 2     1   143    4532K 0B    2684K 176  1    sleeping *0[4400]   0.00000 0.00000    282 41669   180    28470    6143     172921   74751    36823     91      2568    0.0   0      0      _trustd                N/A    N/A   N/A   N/A   N/A   N/A  
175   distnoted        0.0  00:00.22 2     1   34     484K  0B    468K  175  1    sleeping *0[1]      0.00000 0.00000    0   2447    83     1209     1073     5798     2358     2225      0       0       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
166   PowerUIAgent     0.0  00:01.35 2     1   85     4244K 0B    2592K 166  1    sleeping *0[1]      0.00000 0.00000    0   17942   243    3210     584      11092    6235     12796     1025    57      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
165   runningboardd    0.0  00:34.26 5     4   627    5312K 0B    1116K 165  1    sleeping *28[13]    0.00000 0.00000    0   75674   140    105206   43461    1006393  124952   382025    417     4946    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
